"","rank","abundance","proportion","plower","pupper","accumfreq","logabun","rankfreq","Consensus.Lineage","id","taxon","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Otu4338",1791,2,0,0,0,92.2,0.3,55,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Septoria; s__Septoria_lactucae","Otu4338","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Septoria; s__Septoria_lactucae","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__Septoria","s__Septoria_lactucae"
"Otu5002",1792,2,0,0,0,92.2,0.3,55.1,"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified; s__unidentified","Otu5002","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__unidentified","g__unidentified","s__unidentified"
"Otu2669",1793,2,0,0,0,92.2,0.3,55.1,"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Chalara; s__unidentified","Otu2669","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Chalara; s__unidentified","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Chalara","s__unidentified"
"Otu2416",1794,2,0,0,0,92.2,0.3,55.1,"k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Sporidiobolaceae; g__Rhodotorula; s__unidentified","Otu2416","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Sporidiobolaceae; g__Rhodotorula; s__unidentified","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodotorula","s__unidentified"
"Otu1731",1795,2,0,0,0,92.2,0.3,55.2,"k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Cystobasidiomycetes_ord_Incertae_sedis; f__Microsporomycetaceae; g__Microsporomyces; s__Microsporomyces_bloemfonteinensis","Otu1731","k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Cystobasidiomycetes_ord_Incertae_sedis; f__Microsporomycetaceae; g__Microsporomyces; s__Microsporomyces_bloemfonteinensis","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Microsporomycetaceae","g__Microsporomyces","s__Microsporomyces_bloemfonteinensis"
"Otu2744",1796,2,0,0,0,92.2,0.3,55.2,"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__unidentified; s__unidentified","Otu2744","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__unidentified","s__unidentified"
"Otu1495",1797,2,0,0,0,92.2,0.3,55.2,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__unidentified; g__unidentified; s__unidentified","Otu1495","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__unidentified","g__unidentified","s__unidentified"
"Otu2757",1798,2,0,0,0,92.2,0.3,55.3,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified","Otu2757","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__unidentified","s__unidentified"
"Otu2386",1799,2,0,0,0,92.3,0.3,55.3,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Melanommataceae; g__Herpotrichia; s__Herpotrichia_juniperi","Otu2386","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Melanommataceae; g__Herpotrichia; s__Herpotrichia_juniperi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae","g__Herpotrichia","s__Herpotrichia_juniperi"
"Otu2774",1800,2,0,0,0,92.3,0.3,55.3,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Lepiota; s__Lepiota_castaneidisca","Otu2774","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Lepiota; s__Lepiota_castaneidisca","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Lepiota","s__Lepiota_castaneidisca"
"Otu1506",1801,2,0,0,0,92.3,0.3,55.3,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; s__Entoloma_clypeatum","Otu1506","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; s__Entoloma_clypeatum","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma","s__Entoloma_clypeatum"
"Otu1999",1802,2,0,0,0,92.3,0.3,55.4,"k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","Otu1999","k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Rozellomycota","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unidentified"
"Otu3110",1803,2,0,0,0,92.3,0.3,55.4,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Rhinocladiella; s__unidentified","Otu3110","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Rhinocladiella; s__unidentified","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella","s__unidentified"
"Otu1768",1804,2,0,0,0,92.3,0.3,55.4,"k__Fungi; p__Glomeromycota; c__Archaeosporomycetes; o__Archaeosporales; f__Ambisporaceae; g__Ambispora; s__Ambispora_gerdemannii","Otu1768","k__Fungi; p__Glomeromycota; c__Archaeosporomycetes; o__Archaeosporales; f__Ambisporaceae; g__Ambispora; s__Ambispora_gerdemannii","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales","f__Ambisporaceae","g__Ambispora","s__Ambispora_gerdemannii"
"Otu3367",1805,2,0,0,0,92.3,0.3,55.5,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hymenogastraceae; g__Hebeloma; s__Hebeloma_theobrominum","Otu3367","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hymenogastraceae; g__Hebeloma; s__Hebeloma_theobrominum","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hymenogastraceae","g__Hebeloma","s__Hebeloma_theobrominum"
"Otu2210",1806,2,0,0,0,92.3,0.3,55.5,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Jahnulales; f__Aliquandostipitaceae; g__Xylomyces; s__unidentified","Otu2210","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Jahnulales; f__Aliquandostipitaceae; g__Xylomyces; s__unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Jahnulales","f__Aliquandostipitaceae","g__Xylomyces","s__unidentified"
"Otu5065",1807,2,0,0,0,92.3,0.3,55.5,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Lactarius; s__unidentified","Otu5065","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Lactarius; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Lactarius","s__unidentified"
"Otu2628",1808,2,0,0,0,92.3,0.3,55.6,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Lepiota; s__Lepiota_rufipes","Otu2628","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Lepiota; s__Lepiota_rufipes","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Lepiota","s__Lepiota_rufipes"
"Otu1141",1809,2,0,0,0,92.3,0.3,55.6,"k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","Otu1141","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__unidentified","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unidentified"
"Otu2165",1810,2,0,0,0,92.3,0.3,55.6,"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified","Otu2165","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__unidentified","f__unidentified","g__unidentified","s__unidentified"
"Otu2522",1811,2,0,0,0,92.4,0.3,55.7,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified","Otu2522","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__unidentified","s__unidentified"
"Otu2202",1812,2,0,0,0,92.4,0.3,55.7,"k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","Otu2202","k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Rozellomycota","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unidentified"
"Otu1380",1813,2,0,0,0,92.4,0.3,55.7,"k__Fungi; p__Mucoromycota; c__Endogonomycetes; o__GS21; f__unidentified; g__unidentified; s__unidentified","Otu1380","k__Fungi; p__Mucoromycota; c__Endogonomycetes; o__GS21; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Mucoromycota","c__Endogonomycetes","o__GS21","f__unidentified","g__unidentified","s__unidentified"
"Otu2712",1814,2,0,0,0,92.4,0.3,55.7,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__Inocybe; s__Inocybe_ochroalba","Otu2712","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__Inocybe; s__Inocybe_ochroalba","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe","s__Inocybe_ochroalba"
"Otu2598",1815,2,0,0,0,92.4,0.3,55.8,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cystostereaceae; g__unidentified; s__unidentified","Otu2598","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cystostereaceae; g__unidentified; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cystostereaceae","g__unidentified","s__unidentified"
"Otu2836",1816,2,0,0,0,92.4,0.3,55.8,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Clavulinopsis; s__Clavulinopsis_helvola","Otu2836","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Clavulinopsis; s__Clavulinopsis_helvola","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Clavariaceae","g__Clavulinopsis","s__Clavulinopsis_helvola"
"Otu961",1817,2,0,0,0,92.4,0.3,55.8,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__unidentified; s__unidentified","Otu961","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__unidentified; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__unidentified","s__unidentified"
"Otu839",1818,2,0,0,0,92.4,0.3,55.9,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified","Otu839","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__unidentified","f__unidentified","g__unidentified","s__unidentified"
"Otu2825",1819,2,0,0,0,92.4,0.3,55.9,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Sporormiaceae; g__unidentified; s__unidentified","Otu2825","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Sporormiaceae; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__unidentified","s__unidentified"
"Otu1643",1820,2,0,0,0,92.4,0.3,55.9,"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Hymenoscyphus; s__unidentified","Otu1643","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Hymenoscyphus; s__unidentified","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Hymenoscyphus","s__unidentified"
"Otu4429",1821,2,0,0,0,92.4,0.3,56,"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Myxotrichaceae; g__Oidiodendron; s__Oidiodendron_chlamydosporicum","Otu4429","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Myxotrichaceae; g__Oidiodendron; s__Oidiodendron_chlamydosporicum","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Myxotrichaceae","g__Oidiodendron","s__Oidiodendron_chlamydosporicum"
"Otu1334",1822,2,0,0,0,92.4,0.3,56,"k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Sarcosomataceae; g__Plectania; s__Plectania_rhytidia","Otu1334","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Sarcosomataceae; g__Plectania; s__Plectania_rhytidia","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Sarcosomataceae","g__Plectania","s__Plectania_rhytidia"
"Otu2360",1823,2,0,0,0,92.5,0.3,56,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Rhinocladiella; s__unidentified","Otu2360","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Rhinocladiella; s__unidentified","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella","s__unidentified"
"Otu697",1824,2,0,0,0,92.5,0.3,56.1,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Omphalotaceae; g__Gymnopus; s__unidentified","Otu697","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Omphalotaceae; g__Gymnopus; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Omphalotaceae","g__Gymnopus","s__unidentified"
"Otu2590",1825,2,0,0,0,92.5,0.3,56.1,"k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","Otu2590","k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Rozellomycota","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unidentified"
"Otu4148",1826,2,0,0,0,92.5,0.3,56.1,"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__unidentified; s__unidentified","Otu4148","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae","g__unidentified","s__unidentified"
"Otu2555",1827,2,0,0,0,92.5,0.3,56.1,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Gomphales; f__Gomphaceae; g__Ramaria; s__Ramaria_corrugata","Otu2555","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Gomphales; f__Gomphaceae; g__Ramaria; s__Ramaria_corrugata","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Gomphales","f__Gomphaceae","g__Ramaria","s__Ramaria_corrugata"
"Otu758",1828,2,0,0,0,92.5,0.3,56.2,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__unidentified; s__unidentified","Otu758","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__unidentified; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__unidentified","s__unidentified"
"Otu2428",1829,2,0,0,0,92.5,0.3,56.2,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Rhinocladiella; s__Rhinocladiella_fasciculata","Otu2428","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Rhinocladiella; s__Rhinocladiella_fasciculata","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella","s__Rhinocladiella_fasciculata"
"Otu3495",1830,2,0,0,0,92.5,0.3,56.2,"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Xenopolyscytalum; s__unidentified","Otu3495","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Xenopolyscytalum; s__unidentified","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Xenopolyscytalum","s__unidentified"
"Otu2442",1831,2,0,0,0,92.5,0.3,56.3,"k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Piskurozymaceae; g__Piskurozyma; s__unidentified","Otu2442","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Piskurozymaceae; g__Piskurozyma; s__unidentified","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Piskurozymaceae","g__Piskurozyma","s__unidentified"
"Otu2208",1832,2,0,0,0,92.5,0.3,56.3,"k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_zonata","Otu2208","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_zonata","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_zonata"
"Otu1162",1833,2,0,0,0,92.5,0.3,56.3,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified","Otu1162","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__unidentified","g__unidentified","s__unidentified"
"Otu1698",1834,2,0,0,0,92.5,0.3,56.4,"k__Fungi; p__Mucoromycota; c__Endogonomycetes; o__Endogonales; f__Endogonaceae; g__Endogone; s__Endogone_lactiflua","Otu1698","k__Fungi; p__Mucoromycota; c__Endogonomycetes; o__Endogonales; f__Endogonaceae; g__Endogone; s__Endogone_lactiflua","k__Fungi","p__Mucoromycota","c__Endogonomycetes","o__Endogonales","f__Endogonaceae","g__Endogone","s__Endogone_lactiflua"
"Otu2198",1835,2,0,0,0,92.6,0.3,56.4,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala; s__Exophiala_castellanii","Otu2198","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala; s__Exophiala_castellanii","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__Exophiala_castellanii"
"Otu3480",1836,2,0,0,0,92.6,0.3,56.4,"k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified; s__unidentified","Otu3480","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified; s__unidentified","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__unidentified","s__unidentified"
"Otu2459",1837,2,0,0,0,92.6,0.3,56.5,"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified","Otu2459","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__unidentified","g__unidentified","s__unidentified"
"Otu2631",1838,2,0,0,0,92.6,0.3,56.5,"k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__unidentified; g__unidentified; s__unidentified","Otu2631","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__unidentified","g__unidentified","s__unidentified"
"Otu1934",1839,2,0,0,0,92.6,0.3,56.5,"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Trichocladium; s__Trichocladium_opacum","Otu1934","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Trichocladium; s__Trichocladium_opacum","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Trichocladium","s__Trichocladium_opacum"
"Otu3028",1840,2,0,0,0,92.6,0.3,56.5,"k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_chienii","Otu3028","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_chienii","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_chienii"
